"","score","text","polarity"
"189",0,"@BJP4Karnataka @INCIndia The handler of this account must be booked for slapppinly a senior big mouth so savagely #AyegaTohModiHi","neutral"
"190",-1,"RT @mssirsa: A party that calls Violence &amp; riots unpardonable have been protecting all major accused of 1984 genocide for last 35 years!

@…","negative"
"191",-2,"RT @officeofssbadal: .@RahulGandhi's advisor @sampitroda cruelly mocked Sikh sentiments by saying the 1984 riots are a thing of the past. T…","negative"
"192",0,"@ShashiTharoor @AatishTaseer @INCIndia The cover story is published due to vested interest. Over exaggerated; selec… https://t.co/WXcCtcamXo","neutral"
"193",1,"@Sanjay__V @INCIndia @RahulGandhi @keshavyadaviyc @INCMP @rssurjewala This slogan is interesting as this means the… https://t.co/EytKAqV7F2","positive"
"194",0,"RT @Deepu_V_Thomas: Have you noticed how new controversies are coming up at regular intervals to keep the focus away from the real issues?…","neutral"
"195",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"196",1,"@ShefVaidya @sampitroda @INCIndia Just like your darling has no shame for 2002 and rubs salt into unhealed Indian M… https://t.co/8U8LN2PQ4n","positive"
"197",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"198",1,"@ShashiTharoor @AatishTaseer @INCIndia Mr Tharoor, whether U use western media or Pakistani writer, U know pretty d… https://t.co/89uDiq6lar","positive"
"199",-1,"@AdvaitaKala What ever @BJP4India  is too poor in combatting such.

@INCIndia can open midnight courts
Can carry ou… https://t.co/ZnqZnLz5OP","negative"
"200",0,"@INCIndia......😂 😂 ROFL https://t.co/oNZGN6R3ep","neutral"
"201",2,"RT @HarsimratBadal_: Raja Sahib @capt_amarinder you admit 5 @INCIndia men led ‘84 ‘katleaam’ of Sikhs but continue to protect #JagdishTytle…","positive"
"202",0,"@INCIndia Result of 55 years of CONGRESS rule😂😂😂😂😂","neutral"
"203",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"204",0,"RT @Beingamrit191: Where is Rahul Gandhi?
Waiting for his words on this Statement.
#SamPitroda @RahulGandhi @INCIndia @sampitroda #RahulKaB…","neutral"
"205",-2,"RT @SudhirT25518927: Cautious!
Few days back @INCIndia tried to create by spreading rumours that @narendramodi is winning. It failed badly.…","negative"
"206",-1,"RT @Deepak99914: @KiranKS, @rahulroushan
@KapilMishra_IND
@TajinderBagga

Pic 1 @TIME cover 

Pic. 2 congress  connection behind negative i…","negative"
"207",0,"Participated in a live debate on @IndiaAheadNews with @SSanyal 

@INCIndia @RahulGandhi @priyankagandhi… https://t.co/mdx94hhUFm","neutral"
"208",0,"RT @Sunilbi02585514: @mohit_hissar @bishnoikuldeep @OneHaryanaOffcl @INCSandesh @INCIndia @RahulGandhi @HaryanaNewsline @nsui @IYC @mlkhatt…","neutral"
"209",0,"RT @Sunilbi02585514: @mohit_hissar @OneHaryanaOffcl @INCSandesh @INCIndia @RahulGandhi @HaryanaNewsline @bishnoikuldeep @nsui @IYC @mlkhatt…","neutral"
"210",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"211",0,"RT @Sunilbi02585514: @mohit_hissar @bishnoikuldeep @OneHaryanaOffcl @INCSandesh @INCIndia @RahulGandhi @HaryanaNewsline @nsui @IYC @mlkhatt…","neutral"
"212",0,"RT @Sunilbi02585514: @mohit_hissar @OneHaryanaOffcl @INCSandesh @INCIndia @RahulGandhi @HaryanaNewsline @bishnoikuldeep @nsui @IYC @mlkhatt…","neutral"
"213",-1,"RT @_ShashiRavi: @sampitroda says he cannot interpret #JoHuaSoHua in english in his mind
Yes he is so dumb and thinks, We the people of Ind…","negative"
"214",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"215",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"216",1,"@arkaankrag @PravinSawhney @rwac48 @INCIndia Yes AK, +1.
Logically what Pravin says is right but the reason why peo… https://t.co/RWrh1BCwF9","positive"
"217",0,"RT @samkere: Not correct to blame @INCIndia  for Sikh Riots - Nitin Gadkari #BJP leader.

Go apply Burnol u Bhakts.

https://t.co/H0oCxYduSt","neutral"
"218",0,"@ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India First ask to which candidate he voted &amp; w… https://t.co/BISq0VUtBj","neutral"
"219",0,"@INCIndia Your should have also added None as an option to know you okat.","neutral"
"220",3,"RT @INCIndia: Due to rapid infrastructural growth, consistent job creation &amp; sound economic policies from the @SheilaDikshit led Congress g…","positive"
"221",0,"RT @arunpudur: Leftist #TimeMagazine has it's Paki Journalist do a hit piece funded by Cambridge Analytica who's biggest customer is @INCIn…","neutral"
"222",1,"RT @iamvikas96: I just want to know why the ""PASSENGER WAITING HALL"" has been closed if it's not ready for public use and if it is not then…","positive"
"223",0,"RT @Sunilbi02585514: @mohit_hissar @bishnoikuldeep @OneHaryanaOffcl @INCSandesh @INCIndia @RahulGandhi @HaryanaNewsline @nsui @IYC @mlkhatt…","neutral"
"224",-1,"No need to worry @GautamGambhir Boss. Everyone know narrow mind politics only 2 parties can play @INCIndia… https://t.co/aAoZ8QTKbw","negative"
"225",0,"@INCIndia @RahulGandhi Another comedy episode @ArvindKejriwal @RahulGandhi @INCIndia by Pappu g","neutral"
"226",-1,"@ReallyGupta @ilovemyindia21 It is really a foolish leadership of @INCIndia which does not counter any of his alleg… https://t.co/YrzMhLyQtt","negative"
"227",0,"RT @Sunilbi02585514: @BhupinderSHooda @INCIndia @bbhavyabishnoi @bishnoikuldeep Congratulations","neutral"
"228",0,"RT @VirenderHaritas: @BhupinderSHooda @bbhavyabishnoi @INCIndia @bishnoikuldeep Jai congress","neutral"
"229",0,"RT @arunpudur: Leftist #TimeMagazine has it's Paki Journalist do a hit piece funded by Cambridge Analytica who's biggest customer is @INCIn…","neutral"
"230",-2,"@RahulGandhi @INCIndia Don't for one second patronize our nation by deciding what the real issues are. You are the… https://t.co/OgLueUXhQ2","negative"
"231",0,"RT @Sunilbi02585514: @BhupinderSHooda @bbhavyabishnoi @INCIndia @bishnoikuldeep Best wishes","neutral"
"232",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"233",-1,"RT @rajeevgowda: .@INCIndia will: 
➡️Treat air pollution as an emergency 
➡️Allocate a share of GST to Municipalities
➡️Ensure Right to Hou…","negative"
"234",0,"RT @rajeevgowda: Pictures from a road show with @ajaymaken-ji and campaigning in Burari for @SheilaDikshit-ji.

Under @INCIndia, Delhi tran…","neutral"
"235",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"236",-2,"@noconversion While Islam and Christianity hurt others in the name of Religion, Hindus hurt Hindus most. But Religi… https://t.co/mgd4MtdKnZ","negative"
"237",0,"Hollow slogan has no impact. @INCIndia https://t.co/NRG0btiNdK","neutral"
"238",3,"RT @INCIndia: Due to rapid infrastructural growth, consistent job creation &amp; sound economic policies from the @SheilaDikshit led Congress g…","positive"
"239",-2,"@IndianExpress @INCIndia  @JhaSanjay @kktotlani     Here the unworthy son of a murderer of SIKHs is trying to tell… https://t.co/ZZnIXwLehg","negative"
"240",-1,"@boxervijender @priyankagandhi @INCIndia @DelhiPYC @INCDelhi @MahilaCongress Going on a wrong path. Was very proud… https://t.co/2VK0EWGWA0","negative"
"241",1,"RT @AulakhRajendra: Former PM Rajiv Gandhi speaking on the empowerment of women
#RajivGandhi #Congress @INCIndia @INCUttarPradesh @INCIndia…","positive"
"242",1,"@Goswami_03 @ManishTewari @sampitroda @INCIndia No. He is one of the good psychopath Italian slave.","positive"
"243",-1,"RT @INCIndia: By listening to the voice of the people &amp; constructing sound economic policies we will reverse the declining trend of economi…","negative"
"244",-2,"RT @priyaS84384222: The mining industry in Goa passing through critical phase due to this abrupt stoppage. Please #RestartGoaMining @BJP4In…","negative"
"245",0,"RT @DrGPradhan: 1965 : CSI started
1968 : TCS started 
1972 : Patni started
1976 : HCL started
1978 : PCS started 
1980 : WIPRO started in…","neutral"
"246",-1,"@ndtvfeed @ndtv @INCIndia 
@NH_India 

""Modi has stolen 30000 Rafael Jobs from HAL"" 

by holding ""Parallel Negotiat… https://t.co/CJl150bSc5","negative"
"247",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"248",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"249",1,"RT @YashwantRaut19: @MaheshwarKinnal But when? All political leaders are busy in LS election compaign. @BJP4India led govt is in power in c…","positive"
"250",0,"What is the role of govt and it's head  in 1984
@RahulGandhi @INCIndia
@BJP4India
@narendramodi
@RamdashrathPan1… https://t.co/FKmYZoKxDQ","neutral"
"251",-1,"RT @narender_pargar: #ResumeRRB7 to 1 july ab hoga nyay or milega rojgar........shame on u political parties and shame on u media @PMOIndia…","negative"
"252",0,"RT @YashwantRaut19: @PMOIndia @RahulGandhi @AmitShah @narendramodi @DrPramodSawant2 @INCIndia @BJP4India @sudhirchaudhary  #GMPF Dear all,…","neutral"
"253",0,"RT @PrakashJavdekar: Even Punjab CM @capt_amarinder has admitted that H.K.L Bhaghat, Arjun Das, Lalit Maken, Sajjan Kumar &amp; one minister, p…","neutral"
"254",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"255",-1,"@ShivaKap Fine thread on the nefarious Nehru Dynasts of @incindia if @rahulgandhi has an ounce of nationalism in hi… https://t.co/9LwBco1oYl","negative"
"256",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"257",1,"RT @Aamer_Javeed: #TimeMagazine has realised that @narendramodi's development agenda was all hot air. He is a communal bigot who does not d…","positive"
"258",-1,"RT @AmbVPrakash: Appears that @INCIndia has an in-built system of damage infliction. In 2014 it was M S AIYAR's 'Chaiwala' comment on @nare…","negative"
"259",1,"RT @Aamer_Javeed: #TimeMagazine has realised that @narendramodi's development agenda was all hot air. He is a communal bigot who does not d…","positive"
"260",1,"RT @Aamer_Javeed: #TimeMagazine has realised that @narendramodi's development agenda was all hot air. He is a communal bigot who does not d…","positive"
"261",1,"RT @Aamer_Javeed: #TimeMagazine has realised that @narendramodi's development agenda was all hot air. He is a communal bigot who does not d…","positive"
"262",0,"@RahulGandhi @INCIndia Interview on Modijis obsession! Lol when are you giving an interview then?","neutral"
"263",1,"RT @Aamer_Javeed: #TimeMagazine has realised that @narendramodi's development agenda was all hot air. He is a communal bigot who does not d…","positive"
"264",0,"RT @manibhu: #ResumeRRB7 @ECISVEEP @INCIndia @narendramodi @BJP4India I am not going g to vote anyone because we were 10000 candidates suff…","neutral"
"265",2,"RT @HarsimratBadal_: Raja Sahib @capt_amarinder you admit 5 @INCIndia men led ‘84 ‘katleaam’ of Sikhs but continue to protect #JagdishTytle…","positive"
"266",-1,"RT @Prof_Hariom: Tamil Tigers killed #RajivGhandy and @INCIndia calls him #Shaheed 

INC's blood-thirsty goons burnt alive 1000s of Sikhs i…","negative"
"267",1,"RT @blsanthosh: The famous vacation of a PM ... Shameless @INCIndia argues that a PM is entitled for these trips .... Congress Mukt Bharath…","positive"
"268",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"269",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"270",0,"RT @samdangasiya: @drtanmaysahu @SriAiyerRS2 @arunjaitley @INCIndia Very good. But please you also read history properly. We have done many…","neutral"
"271",0,"RT @RJ26575755: @Salonig53590990 @narendramodi @INCIndia @the_hindu @RahulGandhi #resumeRRB7..pls help us🙏..waiting from 4 months😰","neutral"
"272",-1,"@kramdas @MrsGandhi @INCIndia So its ok for him to lie when congress wala himself says it was right to use a naval ship.bloody liar","negative"
"273",-2,"RT @badri4BJP: @INCIndia The poll looks so silly and nothing unexpected from Congress whose president is Rahul Gandhi.
Congress can say wha…","negative"
"274",-1,"RT @65thakursahab: Dear @RahulGandhi please take @INCIndia back into the attack mode. 
We need to take the narrative back to the economy, j…","negative"
"275",0,"RT @sdhsidharth: #LokSabhaElections2019 #Delhi Votes. My take on Purvanchal Votes @CNNnews18 @INCIndia @BJP4India @AamAadmiParty @INCDelhi…","neutral"
"276",-3,"He is begging vote in the of Army at the same time he is insulting Army by false statements. Shame!!! @INCIndia https://t.co/pzhiIsvvlo","negative"
"277",0,"@Kishan_Devani @INCIndia @RahulGandhi Modi for next 3 Term","neutral"
"278",2,"RT @HarsimratBadal_: Raja Sahib @capt_amarinder you admit 5 @INCIndia men led ‘84 ‘katleaam’ of Sikhs but continue to protect #JagdishTytle…","positive"
"279",0,"RT @Shiv0hum: He got a new name Divider Chowkidar Namo #Timesmagazine @INCIndia @RahulGandhi @priyankagandhi @divyaspandana @KumariRukshman…","neutral"
"280",-2,"Dear outraged Sikhs in Punjab, Delhi, Haryana &amp; Himachal,
UR one vote for the butcher of 15000 Sikhs, incl 3000 Sik… https://t.co/M9lbDwsMyV","negative"
"281",0,"RT @sNeHrIqUe9: @Salonig53590990 @narendramodi @INCIndia @the_hindu @RahulGandhi @Salonig53590990 @PMOIndia@INCIndia @the_hindu @RahulGandh…","neutral"
"282",-1,"@INCIndia @RahulGandhi Your father is killer","negative"
"283",0,"RT @baban_pote: @DrLalitShanware @PK_0077 @NeelamRathi16 @Aditya_kr5 @pradipguruji1 @gautam_wani @INCIndia @RahulGandhi @CMOMaharashtra @aa…","neutral"
"284",1,"@ShashiTharoor But why would you celebrate @INCIndia's loss?","positive"
"285",1,"RT @prabhatisb: @ArvindKejriwal All these 'supporters' that you are profusely thanking will ensure the few voters who were in ur favour wil…","positive"
"286",0,"@vishkanyaaaa Indira is India , Rajiv is India , Sonia is India and now Rahul is India ! Shameless Chamchaas of… https://t.co/OqillhUzKt","neutral"
"287",1,"@ankit47224496 @vrbonam @INCIndia @RahulGandhi @sampitroda I agree Ankit ji 🙏 Before Indira, there were some good l… https://t.co/PCrSiFIQt5","positive"
"288",0,"@INCIndia @RahulGandhi @htTweets Stop day dreaming","neutral"
"289",0,"@IndianExpress Can someone please add this to the @INCIndia #ModiLies list? Also invite @narendramodi as the prime act in a comedy show?","neutral"
"290",0,"@KartiPC @INCIndia Luckily took a final glimpse of him few hours before his passing away.  May his soul Rest In Peace.","neutral"
